Province,Electoral District Name/Nom de circonscription,Electoral District Number/Numéro de circonscription,Candidate/Candidat,Candidate Residence/Résidence du candidat,Candidate Occupation/Profession du candidat,Votes Obtained/Votes obtenus,Percentage of Votes Obtained /Pourcentage des votes obtenus,Majority/Majorité,Majority Percentage/Pourcentage de majorité
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's East/St. John's-Est","10006","Jack Harris ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","St. John's, N.L./ T.-N.-L.","Lawyer/Avocat",20328,45.3,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's East/St. John's-Est","10006","Deanne Stapleton Conservative/Conservateur","St. John's, N.L./ T.-N.-L.","Administrative Assistant/Adjointe administrative",2938,6.5,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's East/St. John's-Est","10006","David Anthony Peters Green Party/Parti Vert","St. John's, N.L./ T.-N.-L.","Telecommunications Analyst/Analyste de télécommunications",500,1.1,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's East/St. John's-Est","10006","Sean Burton Communist/Communiste","St. John's, N.L./ T.-N.-L.","Teacher/Enseignant",140,.3,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","10007","Seamus O'Regan Liberal/Libéral","St. John's, N.L./ T.-N.-L.","Consultant/Consultant",25922,57.9,      9455,  21.1
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","10007","Ryan Cleary ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","St. John's, N.L./ T.-N.-L.","Parliamentarian/Parlementaire",16467,36.8,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","10007","Marek Krol Conservative/Conservateur","St. John's, N.L./ T.-N.-L.","Self-employeed/Travailleur indépendant",2047,4.6,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Avalon","10001","Ken McDonald Liberal/Libéral","Conception Bay South, N.L./ T.-N.-L.","Retired/Retraité",23528,55.9,     16027,  38.1
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Avalon","10001","Scott Andrews ** No Affiliation/Aucune appartenance","Conception Bay South, N.L./ T.-N.-L.","Parliamentarian/Parlementaire",7501,17.8,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Avalon","10001","Jeannie Baldwin NDP-New Democratic Party/NPD-Nouveau Parti démocratique","St. John's, N.L./ T.-N.-L.","Union Officer/Dirigeante syndicale",6075,14.4,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Avalon","10001","Lorraine E. Barnett Conservative/Conservateur","Paradise, N.L./ T.-N.-L.","Director Regional Affairs/Directrice des affaires régionales",4670,11.1,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Avalon","10001","Krista Byrne-Puumala Green Party/Parti Vert","Conception Bay South, N.L./ T.-N.-L.","Environmental practitioner/Student/Business owner/Spécialiste de l'environnement/étudiant/Prop. ent.",228,.5,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Avalon","10001","Jennifer McCreath Forces et Démocratie - Allier les forces de nos régions/Forces et Démocratie - Allier les forces de nos régions","St. John's, N.L./ T.-N.-L.","Civil Servant/Fonctionnaire",84,.2,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Bonavista--Burin--Trinity","10002","Judy M. Foote ** Liberal/Libéral","St. John's, N.L./ T.-N.-L.","Parliamentarian/Parlementaire",28704,81.8,     25170,  71.7
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Bonavista--Burin--Trinity","10002","Mike Windsor Conservative/Conservateur","Paradise, N.L./ T.-N.-L.","Leadership Consultant/Consultant en direction",3534,10.1,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Bonavista--Burin--Trinity","10002","Jenn Brown NDP-New Democratic Party/NPD-Nouveau Parti démocratique","St. John's, N.L./ T.-N.-L.","Industry Liaison Officer/Agente de liaison de l'industrie",2557,7.3,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Bonavista--Burin--Trinity","10002","Tyler John Colbourne Green Party/Parti Vert","Dartmouth, N.S./ N.-É.","Tour Guide/Guide touristique",297,.8,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Coast of Bays--Central--Notre Dame","10003","Scott Simms ** Liberal/Libéral","Norris Arm, N.L./ T.-N.-L.","Parliamentarian/Parlementaire",26523,74.8,     20044,  56.5
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Coast of Bays--Central--Notre Dame","10003","Kevin George O'Brien Conservative/Conservateur","Gander, N.L./ T.-N.-L.","Retired/Retraité",6479,18.3,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Coast of Bays--Central--Notre Dame","10003","Claudette Menchenton NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Gander, N.L./ T.-N.-L.","Home Decor/Décoration de la maison",2175,6.1,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Coast of Bays--Central--Notre Dame","10003","Elizabeth Perry Green Party/Parti Vert","Halifax, N.S./ N.-É.","Educator/Éducatrice",271,.8,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Labrador","10004","Yvonne Jones ** Liberal/Libéral","Mary's Harbour, N.L./ T.-N.-L.","Parliamentarian/Parlementaire",8878,71.8,      7099,  57.4
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Labrador","10004","Edward Rudkowski NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Consultant/Consultant",1779,14.4,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Labrador","10004","Peter Penashue Conservative/Conservateur","Sheshatshiu, N.L./ T.-N.-L.","Business Person/Personnes d'affaires",1716,13.9,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Long Range Mountains","10005","Gudie Hutchings Liberal/Libéral","Corner Brook, N.L./ T.-N.-L.","Business Woman/Femmes d'affaires",30889,73.9,     25804,  61.7
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Long Range Mountains","10005","Wayne Ruth Conservative/Conservateur","Kippens, N.L./ T.-N.-L.","Retired/Retraité",5085,12.2,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Long Range Mountains","10005","Devon Babstock NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Rocky Harbour, N.L./ T.-N.-L.","School Administrator/Administrateur scolaire",4739,11.3,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Long Range Mountains","10005","Terry Cormier Green Party/Parti Vert","Corner Brook, N.L./ T.-N.-L.","Retired Public Servant/Fonctionnaire retraité",1111,2.7,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's East/St. John's-Est","10006","Nick Whalen Liberal/Libéral","St. John's, N.L./ T.-N.-L.","Lawyer, Patent Agent, Trademark Agent /Avocat, Agent de brevets, Agent de marques de comm",20974,46.7,       646,   1.4
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's East/St. John's-Est","10006","Jack Harris ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","St. John's, N.L./ T.-N.-L.","Lawyer/Avocat",20328,45.3,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's East/St. John's-Est","10006","Deanne Stapleton Conservative/Conservateur","St. John's, N.L./ T.-N.-L.","Administrative Assistant/Adjointe administrative",2938,6.5,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's East/St. John's-Est","10006","David Anthony Peters Green Party/Parti Vert","St. John's, N.L./ T.-N.-L.","Telecommunications Analyst/Analyste de télécommunications",500,1.1,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's East/St. John's-Est","10006","Sean Burton Communist/Communiste","St. John's, N.L./ T.-N.-L.","Teacher/Enseignant",140,.3,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","10007","Seamus O'Regan Liberal/Libéral","St. John's, N.L./ T.-N.-L.","Consultant/Consultant",25922,57.9,      9455,  21.1
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","10007","Ryan Cleary ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","St. John's, N.L./ T.-N.-L.","Parliamentarian/Parlementaire",16467,36.8,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","10007","Marek Krol Conservative/Conservateur","St. John's, N.L./ T.-N.-L.","Self-employeed/Travailleur indépendant",2047,4.6,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Avalon","10001","Ken McDonald Liberal/Libéral","Conception Bay South, N.L./ T.-N.-L.","Retired/Retraité",23528,55.9,     16027,  38.1
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Avalon","10001","Scott Andrews ** No Affiliation/Aucune appartenance","Conception Bay South, N.L./ T.-N.-L.","Parliamentarian/Parlementaire",7501,17.8,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Avalon","10001","Jeannie Baldwin NDP-New Democratic Party/NPD-Nouveau Parti démocratique","St. John's, N.L./ T.-N.-L.","Union Officer/Dirigeante syndicale",6075,14.4,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Avalon","10001","Lorraine E. Barnett Conservative/Conservateur","Paradise, N.L./ T.-N.-L.","Director Regional Affairs/Directrice des affaires régionales",4670,11.1,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Avalon","10001","Krista Byrne-Puumala Green Party/Parti Vert","Conception Bay South, N.L./ T.-N.-L.","Environmental practitioner/Student/Business owner/Spécialiste de l'environnement/étudiant/Prop. ent.",228,.5,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Avalon","10001","Jennifer McCreath Forces et Démocratie - Allier les forces de nos régions/Forces et Démocratie - Allier les forces de nos régions","St. John's, N.L./ T.-N.-L.","Civil Servant/Fonctionnaire",84,.2,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Bonavista--Burin--Trinity","10002","Judy M. Foote ** Liberal/Libéral","St. John's, N.L./ T.-N.-L.","Parliamentarian/Parlementaire",28704,81.8,     25170,  71.7
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Bonavista--Burin--Trinity","10002","Mike Windsor Conservative/Conservateur","Paradise, N.L./ T.-N.-L.","Leadership Consultant/Consultant en direction",3534,10.1,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Bonavista--Burin--Trinity","10002","Jenn Brown NDP-New Democratic Party/NPD-Nouveau Parti démocratique","St. John's, N.L./ T.-N.-L.","Industry Liaison Officer/Agente de liaison de l'industrie",2557,7.3,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Bonavista--Burin--Trinity","10002","Tyler John Colbourne Green Party/Parti Vert","Dartmouth, N.S./ N.-É.","Tour Guide/Guide touristique",297,.8,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Coast of Bays--Central--Notre Dame","10003","Scott Simms ** Liberal/Libéral","Norris Arm, N.L./ T.-N.-L.","Parliamentarian/Parlementaire",26523,74.8,     20044,  56.5
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Coast of Bays--Central--Notre Dame","10003","Kevin George O'Brien Conservative/Conservateur","Gander, N.L./ T.-N.-L.","Retired/Retraité",6479,18.3,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Coast of Bays--Central--Notre Dame","10003","Claudette Menchenton NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Gander, N.L./ T.-N.-L.","Home Decor/Décoration de la maison",2175,6.1,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Coast of Bays--Central--Notre Dame","10003","Elizabeth Perry Green Party/Parti Vert","Halifax, N.S./ N.-É.","Educator/Éducatrice",271,.8,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Labrador","10004","Yvonne Jones ** Liberal/Libéral","Mary's Harbour, N.L./ T.-N.-L.","Parliamentarian/Parlementaire",8878,71.8,      7099,  57.4
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Labrador","10004","Edward Rudkowski NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Consultant/Consultant",1779,14.4,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Labrador","10004","Peter Penashue Conservative/Conservateur","Sheshatshiu, N.L./ T.-N.-L.","Business Person/Personnes d'affaires",1716,13.9,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Long Range Mountains","10005","Gudie Hutchings Liberal/Libéral","Corner Brook, N.L./ T.-N.-L.","Business Woman/Femmes d'affaires",30889,73.9,     25804,  61.7
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Long Range Mountains","10005","Wayne Ruth Conservative/Conservateur","Kippens, N.L./ T.-N.-L.","Retired/Retraité",5085,12.2,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Long Range Mountains","10005","Devon Babstock NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Rocky Harbour, N.L./ T.-N.-L.","School Administrator/Administrateur scolaire",4739,11.3,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Long Range Mountains","10005","Terry Cormier Green Party/Parti Vert","Corner Brook, N.L./ T.-N.-L.","Retired Public Servant/Fonctionnaire retraité",1111,2.7,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's East/St. John's-Est","10006","Nick Whalen Liberal/Libéral","St. John's, N.L./ T.-N.-L.","Lawyer, Patent Agent, Trademark Agent /Avocat, Agent de brevets, Agent de marques de comm",20974,46.7,       646,   1.4
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's East/St. John's-Est","10006","Jack Harris ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","St. John's, N.L./ T.-N.-L.","Lawyer/Avocat",20328,45.3,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's East/St. John's-Est","10006","Deanne Stapleton Conservative/Conservateur","St. John's, N.L./ T.-N.-L.","Administrative Assistant/Adjointe administrative",2938,6.5,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's East/St. John's-Est","10006","David Anthony Peters Green Party/Parti Vert","St. John's, N.L./ T.-N.-L.","Telecommunications Analyst/Analyste de télécommunications",500,1.1,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's East/St. John's-Est","10006","Sean Burton Communist/Communiste","St. John's, N.L./ T.-N.-L.","Teacher/Enseignant",140,.3,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","10007","Seamus O'Regan Liberal/Libéral","St. John's, N.L./ T.-N.-L.","Consultant/Consultant",25922,57.9,      9455,  21.1
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","10007","Ryan Cleary ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","St. John's, N.L./ T.-N.-L.","Parliamentarian/Parlementaire",16467,36.8,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","10007","Marek Krol Conservative/Conservateur","St. John's, N.L./ T.-N.-L.","Self-employeed/Travailleur indépendant",2047,4.6,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Avalon","10001","Ken McDonald Liberal/Libéral","Conception Bay South, N.L./ T.-N.-L.","Retired/Retraité",23528,55.9,     16027,  38.1
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Avalon","10001","Scott Andrews ** No Affiliation/Aucune appartenance","Conception Bay South, N.L./ T.-N.-L.","Parliamentarian/Parlementaire",7501,17.8,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Avalon","10001","Jeannie Baldwin NDP-New Democratic Party/NPD-Nouveau Parti démocratique","St. John's, N.L./ T.-N.-L.","Union Officer/Dirigeante syndicale",6075,14.4,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Avalon","10001","Lorraine E. Barnett Conservative/Conservateur","Paradise, N.L./ T.-N.-L.","Director Regional Affairs/Directrice des affaires régionales",4670,11.1,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Avalon","10001","Krista Byrne-Puumala Green Party/Parti Vert","Conception Bay South, N.L./ T.-N.-L.","Environmental practitioner/Student/Business owner/Spécialiste de l'environnement/étudiant/Prop. ent.",228,.5,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Avalon","10001","Jennifer McCreath Forces et Démocratie - Allier les forces de nos régions/Forces et Démocratie - Allier les forces de nos régions","St. John's, N.L./ T.-N.-L.","Civil Servant/Fonctionnaire",84,.2,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Bonavista--Burin--Trinity","10002","Judy M. Foote ** Liberal/Libéral","St. John's, N.L./ T.-N.-L.","Parliamentarian/Parlementaire",28704,81.8,     25170,  71.7
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Bonavista--Burin--Trinity","10002","Mike Windsor Conservative/Conservateur","Paradise, N.L./ T.-N.-L.","Leadership Consultant/Consultant en direction",3534,10.1,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Bonavista--Burin--Trinity","10002","Jenn Brown NDP-New Democratic Party/NPD-Nouveau Parti démocratique","St. John's, N.L./ T.-N.-L.","Industry Liaison Officer/Agente de liaison de l'industrie",2557,7.3,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Bonavista--Burin--Trinity","10002","Tyler John Colbourne Green Party/Parti Vert","Dartmouth, N.S./ N.-É.","Tour Guide/Guide touristique",297,.8,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Coast of Bays--Central--Notre Dame","10003","Scott Simms ** Liberal/Libéral","Norris Arm, N.L./ T.-N.-L.","Parliamentarian/Parlementaire",26523,74.8,     20044,  56.5
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Coast of Bays--Central--Notre Dame","10003","Kevin George O'Brien Conservative/Conservateur","Gander, N.L./ T.-N.-L.","Retired/Retraité",6479,18.3,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Coast of Bays--Central--Notre Dame","10003","Claudette Menchenton NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Gander, N.L./ T.-N.-L.","Home Decor/Décoration de la maison",2175,6.1,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Coast of Bays--Central--Notre Dame","10003","Elizabeth Perry Green Party/Parti Vert","Halifax, N.S./ N.-É.","Educator/Éducatrice",271,.8,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Labrador","10004","Yvonne Jones ** Liberal/Libéral","Mary's Harbour, N.L./ T.-N.-L.","Parliamentarian/Parlementaire",8878,71.8,      7099,  57.4
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Labrador","10004","Edward Rudkowski NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Consultant/Consultant",1779,14.4,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Labrador","10004","Peter Penashue Conservative/Conservateur","Sheshatshiu, N.L./ T.-N.-L.","Business Person/Personnes d'affaires",1716,13.9,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Long Range Mountains","10005","Gudie Hutchings Liberal/Libéral","Corner Brook, N.L./ T.-N.-L.","Business Woman/Femmes d'affaires",30889,73.9,     25804,  61.7
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Long Range Mountains","10005","Wayne Ruth Conservative/Conservateur","Kippens, N.L./ T.-N.-L.","Retired/Retraité",5085,12.2,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Long Range Mountains","10005","Devon Babstock NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Rocky Harbour, N.L./ T.-N.-L.","School Administrator/Administrateur scolaire",4739,11.3,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Long Range Mountains","10005","Terry Cormier Green Party/Parti Vert","Corner Brook, N.L./ T.-N.-L.","Retired Public Servant/Fonctionnaire retraité",1111,2.7,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's East/St. John's-Est","10006","Nick Whalen Liberal/Libéral","St. John's, N.L./ T.-N.-L.","Lawyer, Patent Agent, Trademark Agent /Avocat, Agent de brevets, Agent de marques de comm",20974,46.7,       646,   1.4
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's East/St. John's-Est","10006","Jack Harris ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","St. John's, N.L./ T.-N.-L.","Lawyer/Avocat",20328,45.3,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's East/St. John's-Est","10006","Deanne Stapleton Conservative/Conservateur","St. John's, N.L./ T.-N.-L.","Administrative Assistant/Adjointe administrative",2938,6.5,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's East/St. John's-Est","10006","David Anthony Peters Green Party/Parti Vert","St. John's, N.L./ T.-N.-L.","Telecommunications Analyst/Analyste de télécommunications",500,1.1,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's East/St. John's-Est","10006","Sean Burton Communist/Communiste","St. John's, N.L./ T.-N.-L.","Teacher/Enseignant",140,.3,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","10007","Seamus O'Regan Liberal/Libéral","St. John's, N.L./ T.-N.-L.","Consultant/Consultant",25922,57.9,      9455,  21.1
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","10007","Ryan Cleary ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","St. John's, N.L./ T.-N.-L.","Parliamentarian/Parlementaire",16467,36.8,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","10007","Marek Krol Conservative/Conservateur","St. John's, N.L./ T.-N.-L.","Self-employeed/Travailleur indépendant",2047,4.6,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Avalon","10001","Ken McDonald Liberal/Libéral","Conception Bay South, N.L./ T.-N.-L.","Retired/Retraité",23528,55.9,     16027,  38.1
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Avalon","10001","Scott Andrews ** No Affiliation/Aucune appartenance","Conception Bay South, N.L./ T.-N.-L.","Parliamentarian/Parlementaire",7501,17.8,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Avalon","10001","Jeannie Baldwin NDP-New Democratic Party/NPD-Nouveau Parti démocratique","St. John's, N.L./ T.-N.-L.","Union Officer/Dirigeante syndicale",6075,14.4,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Avalon","10001","Lorraine E. Barnett Conservative/Conservateur","Paradise, N.L./ T.-N.-L.","Director Regional Affairs/Directrice des affaires régionales",4670,11.1,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Avalon","10001","Krista Byrne-Puumala Green Party/Parti Vert","Conception Bay South, N.L./ T.-N.-L.","Environmental practitioner/Student/Business owner/Spécialiste de l'environnement/étudiant/Prop. ent.",228,.5,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Avalon","10001","Jennifer McCreath Forces et Démocratie - Allier les forces de nos régions/Forces et Démocratie - Allier les forces de nos régions","St. John's, N.L./ T.-N.-L.","Civil Servant/Fonctionnaire",84,.2,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Bonavista--Burin--Trinity","10002","Judy M. Foote ** Liberal/Libéral","St. John's, N.L./ T.-N.-L.","Parliamentarian/Parlementaire",28704,81.8,     25170,  71.7
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Bonavista--Burin--Trinity","10002","Mike Windsor Conservative/Conservateur","Paradise, N.L./ T.-N.-L.","Leadership Consultant/Consultant en direction",3534,10.1,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Bonavista--Burin--Trinity","10002","Jenn Brown NDP-New Democratic Party/NPD-Nouveau Parti démocratique","St. John's, N.L./ T.-N.-L.","Industry Liaison Officer/Agente de liaison de l'industrie",2557,7.3,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Bonavista--Burin--Trinity","10002","Tyler John Colbourne Green Party/Parti Vert","Dartmouth, N.S./ N.-É.","Tour Guide/Guide touristique",297,.8,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Coast of Bays--Central--Notre Dame","10003","Scott Simms ** Liberal/Libéral","Norris Arm, N.L./ T.-N.-L.","Parliamentarian/Parlementaire",26523,74.8,     20044,  56.5
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Coast of Bays--Central--Notre Dame","10003","Kevin George O'Brien Conservative/Conservateur","Gander, N.L./ T.-N.-L.","Retired/Retraité",6479,18.3,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Coast of Bays--Central--Notre Dame","10003","Claudette Menchenton NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Gander, N.L./ T.-N.-L.","Home Decor/Décoration de la maison",2175,6.1,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Coast of Bays--Central--Notre Dame","10003","Elizabeth Perry Green Party/Parti Vert","Halifax, N.S./ N.-É.","Educator/Éducatrice",271,.8,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Labrador","10004","Yvonne Jones ** Liberal/Libéral","Mary's Harbour, N.L./ T.-N.-L.","Parliamentarian/Parlementaire",8878,71.8,      7099,  57.4
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Labrador","10004","Edward Rudkowski NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Consultant/Consultant",1779,14.4,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Labrador","10004","Peter Penashue Conservative/Conservateur","Sheshatshiu, N.L./ T.-N.-L.","Business Person/Personnes d'affaires",1716,13.9,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Long Range Mountains","10005","Gudie Hutchings Liberal/Libéral","Corner Brook, N.L./ T.-N.-L.","Business Woman/Femmes d'affaires",30889,73.9,     25804,  61.7
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Long Range Mountains","10005","Wayne Ruth Conservative/Conservateur","Kippens, N.L./ T.-N.-L.","Retired/Retraité",5085,12.2,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Long Range Mountains","10005","Devon Babstock NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Rocky Harbour, N.L./ T.-N.-L.","School Administrator/Administrateur scolaire",4739,11.3,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","Long Range Mountains","10005","Terry Cormier Green Party/Parti Vert","Corner Brook, N.L./ T.-N.-L.","Retired Public Servant/Fonctionnaire retraité",1111,2.7,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's East/St. John's-Est","10006","Nick Whalen Liberal/Libéral","St. John's, N.L./ T.-N.-L.","Lawyer, Patent Agent, Trademark Agent /Avocat, Agent de brevets, Agent de marques de comm",20974,46.7,       646,   1.4
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's East/St. John's-Est","10006","Jack Harris ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","St. John's, N.L./ T.-N.-L.","Lawyer/Avocat",20328,45.3,,
"Newfoundland and Labrador/Terre-Neuve-et-Labrador","St. John's East/St. John's-Est","10006","Deanne Stapleton Conservative/Conservateur","St. John's, N.L./ T.-N.-L.","Administrative Assistant/Adjointe administrative",2938,6.5,,
